Title,Link,Sentiment
GST rate cut has a larger sentimental impact: Dipti Deshpande of Crisil,https://www.businesstoday.in/latest/economy/story/gst-rate-cut-has-a-larger-sentimental-impact-dipti-deshpande-of-crisil-497493-2025-10-09,Negative
Labour ministry working on a National Employment Policy,https://www.businesstoday.in/latest/economy/story/labour-ministry-working-on-a-national-employment-policy-497380-2025-10-08,Neutral
"Relief for households: Cost of veg thali drops 10%, non-veg thali 6% as food inflation cools in Sept",https://www.businesstoday.in/latest/economy/story/relief-for-households-cost-of-veg-thali-drops-10-non-veg-thali-6-as-food-inflation-cools-in-sept-497352-2025-10-08,Neutral
UK PM Keir Starmer’s India visit: Trade deal and investments a key focus,https://www.businesstoday.in/latest/economy/story/uk-pm-keir-starmers-india-visit-trade-deal-and-investments-a-key-focus-497277-2025-10-08,Neutral
‘Govt wants to remain on fringes and help’: FM Sitharaman launches foreign currency settlement system at GIFT City,https://www.businesstoday.in/latest/economy/story/govt-wants-to-remain-on-fringes-and-help-fm-sitharaman-launches-foreign-currency-settlement-system-at-gift-city-497158-2025-10-07,Positive
"World Bank raises India’s GDP growth forecast to 6.5% for FY26, lowers it to 6.3% for FY27 due to US tariffs",https://www.businesstoday.in/latest/economy/story/world-bank-raises-indias-gdp-growth-forecast-to-65-for-fy26-lowers-it-to-63-for-fy27-due-to-us-tariffs-497117-2025-10-07,Negative
India and Qatar to finalise trade pact talks soon; FTA expected by mid-2026,https://www.businesstoday.in/latest/economy/story/india-and-qatar-to-finalise-trade-pact-talks-soon-fta-expected-by-mid-2026-497024-2025-10-06,Negative
"India, US still committed to trade deal, no disruption yet: NITI Aayog CEO BVR Subrahmanyam",https://www.businesstoday.in/latest/economy/story/india-us-still-committed-to-trade-deal-no-disruption-yet-niti-aayog-ceo-bvr-subrahmanyam-496953-2025-10-06,Neutral
"More reform announcements likely by Diwali, says NITI Aayog CEO BVR Subrahmanyam",https://www.businesstoday.in/latest/economy/story/more-reform-announcements-likely-by-diwali-says-niti-aayog-ceo-bvr-subrahmanyam-496940-2025-10-06,Positive
"Rs 12-14 lakh crore! Pent-up demand, I-T relief, low inflation to trigger big bang festive spending",https://www.businesstoday.in/latest/economy/story/rs-12-14-lakh-crore-pent-up-demand-i-t-relief-low-inflation-to-trigger-big-bang-festive-spending-496938-2025-10-06,Neutral
"No matter the concerns about trade impact on jobs in the US, tariffs are not the answer: Andrés Velasco of LSE",https://www.businesstoday.in/latest/economy/story/no-matter-the-concerns-about-trade-impact-on-jobs-in-the-us-tariffs-are-not-the-answer-andres-velasco-of-lse-496923-2025-10-06,Neutral
"Centre on path to meet fiscal deficit target for FY26, but slower tax revenue growth a concern",https://www.businesstoday.in/latest/economy/story/centre-on-path-to-meet-fiscal-deficit-target-for-fy26-but-slower-tax-revenue-growth-a-concern-496919-2025-10-06,Neutral
"EU envoy on FTA with India: 'Negotiations are challenging, important issues remain to be resolved'",https://www.businesstoday.in/latest/economy/story/eu-envoy-on-fta-with-india-negotiations-are-challenging-important-issues-remain-to-be-resolved-496837-2025-10-05,Positive
"RBI proposes easing ECB norms: Flexible limits, relaxed rules, wider access for India Inc borrowing",https://www.businesstoday.in/latest/economy/story/rbi-proposes-easing-ecb-norms-flexible-limits-relaxed-rules-wider-access-for-india-inc-borrowing-496776-2025-10-03,Neutral
'Uspe bhel puri serve ho rahi hogi': Netizens after entrepreneur says he couldn't get book released from Delhi Customs,https://www.businesstoday.in/latest/trends/story/uspe-bhel-puri-serve-ho-rahi-hogi-netizens-after-entrepreneur-says-he-couldnt-get-book-released-from-delhi-customs-496684-2025-10-03,Neutral
'NOT ENOUGH': Expert demands transparent probe into widespread customs complaints amid Wintrack row,https://www.businesstoday.in/latest/trends/story/not-enough-expert-demands-transparent-probe-into-widespread-customs-complaints-amid-wintrack-row-496670-2025-10-03,Neutral
"‘Extortion, petty bureaucracy’: Mohandas Pai urges FM Sitharaman to probe all bribery complaints against customs dept",https://www.businesstoday.in/latest/trends/story/extortion-petty-bureaucracy-mohandas-pai-urges-fm-sitharaman-to-probe-all-bribery-complaints-against-customs-dept-496649-2025-10-03,Neutral
FM Sitharaman at KEC 2025: India needs 8% GDP growth to reach Viksit Bharat by 2047,https://www.businesstoday.in/latest/economy/story/fm-sitharaman-at-kec-2025-india-needs-8-gdp-growth-to-reach-viksit-bharat-by-2047-496641-2025-10-03,Neutral
"‘Custom babus steal cigarettes, chocolates…’: How a TN importer’s complaint blew up into a corruption controversy",https://www.businesstoday.in/latest/trends/story/custom-babus-steal-cigarettes-chocolates-how-a-tn-importers-complaint-blew-up-into-a-corruption-controversy-496619-2025-10-03,Negative
India-US trade negotiations ongoing virtually: Sources,https://www.businesstoday.in/latest/economy/story/india-us-trade-negotiations-ongoing-virtually-sources-496517-2025-10-01,Neutral
"GST surges 9.1% to ₹1.89 lakh crore, 9th straight month above ₹1.8 lakh crore",https://www.businesstoday.in/latest/economy/story/gst-surges-91-to-rs189-lakh-crore-9th-straight-month-above-rs18-lakh-crore-496506-2025-10-01,Positive
"India-EFTA trade pact seen to help diversify exports, bring in investments",https://www.businesstoday.in/latest/economy/story/india-efta-trade-pact-seen-to-help-diversify-exports-bring-in-investments-496485-2025-10-01,Neutral
"No UPI fees for now, says RBI: Digital payments to stay zero-cost under current rule",https://www.businesstoday.in/latest/economy/story/no-upi-fees-for-now-says-rbi-digital-payments-to-stay-zero-cost-under-current-rule-496457-2025-10-01,Neutral
"'No more being ignored': RBI expands ombudsman cover, even rural banks now answerable",https://www.businesstoday.in/latest/economy/story/no-more-being-ignored-rbi-expands-ombudsman-cover-even-rural-banks-now-answerable-496424-2025-10-01,Negative
"RBI just made rupee global: Nepal, Sri Lanka, Bhutan to trade and borrow in INR",https://www.businesstoday.in/latest/economy/story/rbi-just-made-rupee-global-nepal-sri-lanka-bhutan-to-trade-and-borrow-in-inr-496420-2025-10-01,Neutral
RBI just made it easier to cash in on stocks: Loan limit jumps 5x to Rs 1 crore,https://www.businesstoday.in/latest/economy/story/rbi-just-made-it-easier-to-cash-in-on-stocks-loan-limit-jumps-5x-to-rs-1-crore-496418-2025-10-01,Neutral
RBI MPC puts rate cuts on hold: Should home loan borrowers switch or wait?,https://www.businesstoday.in/latest/economy/story/rbi-mpc-puts-rate-cuts-on-hold-should-home-loan-borrowers-switch-or-wait-496410-2025-10-01,Neutral
"RBI MPC slashes FY26 inflation to 2.6% as GST cuts, food prices drive major cooldown",https://www.businesstoday.in/latest/economy/story/rbi-mpc-slashes-fy26-inflation-to-26-as-gst-cuts-food-prices-drive-major-cooldown-496406-2025-10-01,Positive
"RBI ups FY26 GDP growth forecast to 6.8% as demand, spending boost momentum",https://www.businesstoday.in/latest/economy/story/rbi-ups-fy26-gdp-growth-forecast-to-68-as-demand-spending-boost-momentum-496402-2025-10-01,Neutral
"It's status quo from RBI: MPC keeps repo rate unchanged at 5.5%, maintains neutral stance",https://www.businesstoday.in/latest/economy/story/its-status-quo-from-rbi-mpc-keeps-repo-rate-unchanged-at-55-maintains-neutral-stance-496401-2025-10-01,Neutral
India's fiscal deficit widens to Rs 5.98 trillion in April-August,https://www.businesstoday.in/latest/economy/story/indias-fiscal-deficit-widens-to-rs-598-trillion-in-april-august-496351-2025-09-30,Neutral
Government monitoring e-commerce platforms for transmission of price cuts under GST 2.0,https://www.businesstoday.in/latest/economy/story/government-monitoring-e-commerce-platforms-for-transmission-of-price-cuts-under-gst-20-496341-2025-09-30,Neutral
"Consumer Affairs Department flags over 3,000 complaints on GST cut not passed to buyers",https://www.businesstoday.in/latest/economy/story/consumer-affairs-department-flags-over-3000-complaints-on-gst-cut-not-passed-to-buyers-496290-2025-09-30,Neutral
Indians and RBI just struck a ₹30 lakh crore gold windfall. Here is who gained what,https://www.businesstoday.in/latest/economy/story/indians-and-rbi-just-struck-a-rs30-lakh-crore-gold-windfall-here-is-who-gained-what-496238-2025-09-30,Neutral
Moody's retains India rating at 'Baa3' with stable outlook due to strong GDP growth,https://www.businesstoday.in/latest/economy/story/moodys-retains-india-rating-at-baa3-with-stable-outlook-due-to-strong-gdp-growth-496159-2025-09-29,Positive
"EU, Japan escape Trump's 100% tariffs on pharmaceuticals because of existing trade pacts",https://www.businesstoday.in/latest/economy/story/eu-japan-escape-trumps-100-tariffs-on-pharmaceuticals-because-of-existing-trade-pacts-495979-2025-09-27,Neutral
"Govt to borrow Rs 6.77 lakh crore in H2 FY26, full-year target lowered slightly",https://www.businesstoday.in/latest/economy/story/govt-to-borrow-rs-677-lakh-crore-in-h2-fy26-full-year-target-lowered-slightly-495968-2025-09-26,Negative
"GST rationalisation to boost growth with lower rates on essentials, autos, appliances: Report",https://www.businesstoday.in/latest/economy/story/gst-rationalisation-to-boost-growth-with-lower-rates-on-essentials-autos-appliances-report-495961-2025-09-26,Neutral
"US tariffs put 10 million jobs at risk, says India’s top economists",https://www.businesstoday.in/latest/economy/story/us-tariffs-put-10-million-jobs-at-risk-says-indias-top-economists-495946-2025-09-26,Positive
"India-US trade talks on track as both sides aim to resolve tariffs, oil purchases, H-1B fees",https://www.businesstoday.in/latest/economy/story/india-us-trade-talks-on-track-as-both-sides-aim-to-resolve-tariffs-oil-purchases-h-1b-fees-495748-2025-09-25,Neutral
India-US bilateral talks underway amid expectations of making headway on the deal,https://www.businesstoday.in/latest/economy/story/india-us-bilateral-talks-underway-amid-expectations-of-making-headway-on-the-deal-495536-2025-09-24,Neutral
50GW renewable capacity stranded in absence of transmission network: Report,https://www.businesstoday.in/latest/economy/story/50gw-renewable-capacity-stranded-in-absence-of-transmission-network-report-495520-2025-09-24,Negative
Govt permits the export of second generation ethanol,https://www.businesstoday.in/latest/economy/story/govt-permits-the-export-of-second-generation-ethanol-495470-2025-09-24,Neutral
Finance ministry to move into Kartavya Bhawan-1 in coming days,https://www.businesstoday.in/latest/economy/story/finance-ministry-to-move-into-kartavya-bhawan-1-in-coming-days-495449-2025-09-24,Neutral
Centre likely to approve bonus for Railways employees ahead of Diwali: Sources,https://www.businesstoday.in/latest/economy/story/centre-likely-to-approve-bonus-for-railways-employees-ahead-of-diwali-sources-495444-2025-09-24,Neutral
"WEF outlook: 72% economists see slowing global growth, debt risks mounting in rich nations",https://www.businesstoday.in/latest/economy/story/global-growth-weakens-debt-risks-trade-disruption-emerging-markets-lead-495356-2025-09-23,Positive
Govt likely to sell minority stake in half-a-dozen state-run companies: DIPAM secretary,https://www.businesstoday.in/latest/economy/story/govt-likely-to-sell-minority-stake-in-half-a-dozen-state-run-companies-dipam-secretary-495113-2025-09-22,Neutral
GST 2.0 kicks off: Now over to consumers to spend,https://www.businesstoday.in/latest/economy/story/gst-20-kicks-off-now-over-to-consumers-to-spend-495101-2025-09-22,Neutral
Gold rally: Anil Agarwal urges India to boost domestic gold production amid record prices,https://www.businesstoday.in/latest/economy/story/gold-rally-anil-agarwal-urges-india-to-boost-domestic-gold-production-amid-record-prices-494940-2025-09-20,Neutral
"Nirman Bharat Sammelan: Policymakers, industry leaders to gather to discuss India’s infrastructure vision",https://www.businesstoday.in/latest/economy/story/nirman-bharat-sammelan-policymakers-industry-leaders-to-gather-to-discuss-new-indias-infrastructure-vision-494929-2025-09-20,Neutral
Private credit to boom even as bank credit growth softens: S&P Global,https://www.businesstoday.in/latest/economy/story/private-credit-to-boom-even-as-bank-credit-growth-softens-sp-global-494477-2025-09-17,Neutral
"Trump names India, Pakistan, Afghanistan, Burma among 23 major drug-producing, transit nations",https://www.businesstoday.in/latest/economy/story/india-pakistan-afghanistan-burma-listed-major-drug-transit-countries-trump-opioid-crisis-494476-2025-09-17,Positive
"GST rate cuts notified by Centre, effective Sept 22, companies prepare for simplified structure",https://www.businesstoday.in/latest/economy/story/gst-rate-cuts-notified-by-centre-effective-sept-22-companies-prepare-for-simplified-structure-494452-2025-09-17,Positive
"India, US agree to intensify efforts for early trade deal conclusion: Commerce Ministry",https://www.businesstoday.in/latest/economy/story/india-us-agree-to-intensify-efforts-for-early-trade-deal-conclusion-commerce-ministry-494272-2025-09-16,Positive
Investor sentiment towards India as an FDI destination reaches new high: Report,https://www.businesstoday.in/latest/economy/story/investor-sentiment-towards-india-as-an-fdi-destination-reaches-new-high-report-494201-2025-09-16,Positive
India-US air cargo drops 14% post higher tariffs,https://www.businesstoday.in/latest/economy/story/india-us-air-cargo-drops-14-percent-post-higher-tariffs-494139-2025-09-16,Positive
"Exports up, gold imports crash: India's August trade deficit narrows to $26.49 billion",https://www.businesstoday.in/latest/economy/story/exports-up-gold-imports-crash-indias-august-trade-deficit-narrows-to-2649-billion-494102-2025-09-15,Neutral
Atmanirbhar Bharat: Commerce ministry identifying 100 imports where domestic capacity can be ramped up,https://www.businesstoday.in/latest/economy/story/atmanirbhar-bharat-commerce-ministry-identifying-100-imports-where-domestic-capacity-can-be-ramped-up-494075-2025-09-15,Neutral
India and US to discuss further course of action on trade talks on Tuesday,https://www.businesstoday.in/latest/economy/story/india-and-us-to-discuss-further-course-of-action-on-trade-talks-on-tuesday-494066-2025-09-15,Positive
"Insurance Amendment Bill may be tabled in the Winter Session, says FM Sitharaman",https://www.businesstoday.in/latest/economy/story/insurance-amendment-bill-may-be-tabled-in-the-winter-session-says-fm-sitharaman-493987-2025-09-15,Neutral
'Don't see any major changes': Gita Gopinath explains why US Dollar’s dominance isn’t fading anytime soon,https://www.businesstoday.in/latest/economy/story/dont-see-any-major-changes-gita-gopinath-explains-why-us-dollars-dominance-isnt-fading-anytime-soon-493906-2025-09-13,Positive
"This November, two silent GST moves could quietly rewrite the rules for businesses",https://www.businesstoday.in/latest/economy/story/this-november-two-silent-gst-moves-could-quietly-rewrite-the-rules-for-businesses-493855-2025-09-13,Neutral
Retail inflation seen to remain low as GST rate cuts come into play,https://www.businesstoday.in/latest/economy/story/retail-inflation-seen-to-remain-low-as-gst-rate-cuts-come-into-play-493813-2025-09-12,Neutral
GST 2.0: CBIC asks field formations to monitor prices of 54 items,https://www.businesstoday.in/latest/economy/story/gst-20-cbic-asks-field-formations-to-monitor-prices-of-54-items-493809-2025-09-12,Neutral
Retail inflation rose to 2.07% in August from 1.55% in July: Govt data,https://www.businesstoday.in/latest/economy/story/retail-inflation-rose-to-207-in-august-from-155-in-july-govt-data-493783-2025-09-12,Positive
"Trump’s ‘self-destructive’ policies have stalled world trade, says ex-RBI chief Rangarajan",https://www.businesstoday.in/latest/economy/story/trumps-self-destructive-policies-have-stalled-world-trade-says-ex-rbi-chief-rangarajan-493782-2025-09-12,Neutral
Income tax refunds now credited within hours of filing,https://www.businesstoday.in/latest/economy/story/income-tax-refunds-now-credited-within-hours-of-filing-493664-2025-09-12,Neutral
"Cautious optimism prevails over India-US trade deal, New Delhi continues to negotiate with Washington",https://www.businesstoday.in/latest/economy/story/cautious-optimism-prevails-over-india-us-trade-deal-new-delhi-continues-to-negotiate-with-washington-493386-2025-09-10,Positive
Agriculture sector NPAs set to rise in FY26: Experts,https://www.businesstoday.in/latest/economy/story/agriculture-sector-npas-set-to-rise-in-fy26-experts-493382-2025-09-10,Neutral
"EPFO’s central board of trustees to meet on October 10, 11",https://www.businesstoday.in/latest/economy/story/epfos-central-board-of-trustees-to-meet-on-october-10-11-493369-2025-09-10,Neutral
"Govt allows use of old MRPs till Dec, but firms must pass on GST cuts",https://www.businesstoday.in/latest/economy/story/govt-allows-use-of-old-mrps-till-dec-but-firms-must-pass-on-gst-cuts-493267-2025-09-09,Positive
GST 2.0: Manufacturers can affix revised prices on existing packaging to reflect rate changes,https://www.businesstoday.in/latest/economy/story/gst-20-manufacturers-can-affix-revised-prices-on-existing-packaging-to-reflect-rate-changes-493235-2025-09-09,Neutral
Benz car vs hawai chappal: Nirmala Sitharaman explains why India isn’t ready for one GST rate,https://www.businesstoday.in/latest/economy/story/benz-car-vs-hawai-chappal-nirmala-sitharaman-explains-why-india-isnt-ready-for-one-gst-rate-492767-2025-09-05,Positive
"‘We decided to simplify food classification, now all popcorn attract 5% GST’: FM Nirmala Sitharaman",https://www.businesstoday.in/latest/economy/story/we-decided-to-simplify-classification-now-all-popcorn-attracts-5-gst-fm-nirmala-sitharaman-492766-2025-09-05,Neutral
‘There is a legal provision...’: FM Nirmala Sitharaman explains why fuel is still taxed outside GST,https://www.businesstoday.in/latest/economy/story/there-is-a-legal-provision-fm-nirmala-sitharaman-explains-why-fuel-is-still-taxed-outside-gst-492753-2025-09-05,Positive
"‘Rate cuts should be passed on to the janta, confident benefits would reach common man’: FM Nirmala Sitharaman",https://www.businesstoday.in/latest/economy/story/rate-cuts-should-be-passed-on-to-the-janta-confident-benefits-would-reach-common-man-fm-nirmala-sitharaman-492750-2025-09-05,Positive
"Eid-e-Milad holiday changed to Sept 8: Stock markets, banks open in Maharashtra today",https://www.businesstoday.in/latest/economy/story/eid-e-milad-holiday-changed-to-sept-8-stock-markets-banks-open-in-maharashtra-today-492640-2025-09-05,Neutral
"India-US relations poised to withstand 50% tariff pressure, affirms Commerce minister Piyush Goyal",https://www.businesstoday.in/latest/economy/story/india-us-trade-talks-tariff-hike-bilateral-agreement-november-492635-2025-09-04,Neutral
"CBIC assures smooth, timely rollout of new GST regime from September 22",https://www.businesstoday.in/latest/economy/story/cbic-assures-smooth-timely-rollout-of-new-gst-regime-from-september-22-492611-2025-09-04,Positive
"Not just EVs: GST reset quietly changes the game for bikes, buses, and your next car",https://www.businesstoday.in/latest/economy/story/not-just-evs-gst-reset-quietly-changes-the-game-for-bikes-buses-and-your-next-car-492554-2025-09-04,Negative
GST rate cut: Small cars set to gain the most from rate rationalisation,https://www.businesstoday.in/latest/economy/story/gst-rate-cut-small-cars-set-to-gain-the-most-from-rate-rationalisation-492536-2025-09-04,Positive
"‘Big Diwali gift’: Industry leaders laud GST overhaul, reduction of slabs to 5% and 18%",https://www.businesstoday.in/latest/economy/story/big-diwali-gift-industry-leaders-laud-gst-overhaul-reduction-of-slabs-to-5-percent-and-18-percent-492496-2025-09-04,Neutral
"China messed up, India still has one shot: Ruchir Sharma decodes the future with Nikhil Kamath",https://www.businesstoday.in/latest/economy/story/china-messed-up-india-still-has-one-shot-ruchir-sharma-decodes-the-future-with-nikhil-kamath-492464-2025-09-04,Neutral
"'Ek teer, kai nishaan': Kotak AMC's Nilesh Shah says ₹48,000 cr GST cut offsets US tariff impact",https://www.businesstoday.in/latest/economy/story/ek-teer-kai-nishaan-kotak-amcs-nilesh-shah-says-rs48000-cr-gst-cut-offsets-us-tariff-impact-492424-2025-09-04,Neutral
GST new rates from cars to buses: Check FAQs explain what gets cheaper and what doesn’t,https://www.businesstoday.in/latest/economy/story/gst-new-rates-from-cars-to-buses-check-faqs-explain-what-gets-cheaper-and-what-doesnt-492415-2025-09-03,Positive
GST rate cut brings relief on everyday item; check FAQs on new rate structure,https://www.businesstoday.in/latest/economy/story/gst-rate-cut-brings-relief-on-everyday-item-check-faqs-on-new-rate-structure-492414-2025-09-03,Negative
"GST Council Meet: Finance Ministry releases FAQs on new rate structure, implementation date",https://www.businesstoday.in/latest/economy/story/gst-council-meet-finance-ministry-releases-faqs-on-new-rate-structure-implementation-date-492412-2025-09-03,Positive
"GST reforms to benefit common man, farmers, MSMEs, women, youth: PM Modi hails next-gen rates",https://www.businesstoday.in/latest/economy/story/gst-reforms-to-benefit-common-man-farmers-msmes-women-youth-pm-modi-hails-next-gen-rates-492409-2025-09-03,Negative
"GST slashed to 18% on most vehicles, big bikes and SUVs now pricier: Details inside",https://www.businesstoday.in/latest/economy/story/gst-slashed-to-18-on-most-vehicles-big-bikes-and-suvs-now-pricier-details-inside-492408-2025-09-03,Positive
"GST rate changes from September 22, implementation in a phased manner; check timeline",https://www.businesstoday.in/latest/economy/story/gst-rate-changes-from-september-22-in-a-phased-manner-check-timeline-492407-2025-09-03,Neutral
"GST Council clears two rate structure, bonanza for households, 40% rate on sin and ultra luxury goods",https://www.businesstoday.in/latest/economy/story/gst-council-clears-two-rate-structure-bonanza-for-households-40-rate-on-sin-and-ultra-luxury-goods-492406-2025-09-03,Neutral
"Big GST changes land Sept 22: Sin goods stay pricey, new tribunal, refunds, details inside",https://www.businesstoday.in/latest/economy/story/big-gst-changes-land-sept-22-sin-goods-stay-pricey-new-tribunal-refunds-details-inside-492404-2025-09-03,Positive
Paneer to all varieties of Indian bread will attract nil GST: FM on 2-slab GST structure,https://www.businesstoday.in/latest/economy/story/paneer-to-all-varieties-of-indian-bread-will-attract-nil-gst-nirmala-sitharaman-on-2-slab-gst-structure-492403-2025-09-03,Neutral
"Cabinet approves Rs 1,500 crore incentive scheme for critical mineral recycling",https://www.businesstoday.in/latest/economy/story/cabinet-approves-1500-crore-incentive-scheme-for-critical-mineral-recycling-492402-2025-09-03,Neutral
GST Council approves 5% & 18% slabs for most items; new structure effective Sept 22,https://www.businesstoday.in/latest/economy/story/gst-council-shifts-items-to-5-and-18-bracket-new-rates-effective-sept-22-492401-2025-09-03,Positive
"GST Council to slash tax on footwear, apparel priced under Rs 2,500 to 5%",https://www.businesstoday.in/latest/economy/story/gst-council-to-slash-tax-on-footwear-apparel-priced-under-rs-2500-to-5-492398-2025-09-03,Neutral
GST Council continues discussions on rate rationalisation,https://www.businesstoday.in/latest/economy/story/gst-council-continues-discussions-on-rate-rationalisation-492396-2025-09-03,Neutral
"GST Council meet: Opposition states press for revenue protection, consumers' interest, say sources",https://www.businesstoday.in/latest/economy/story/gst-council-meet-opposition-states-press-for-revenue-protection-consumers-interest-say-sources-492318-2025-09-03,Neutral
'Trump has no understanding of economics': US analyst says India holds 21st century vote,https://www.businesstoday.in/latest/economy/story/trump-has-no-understanding-of-economics-us-analyst-says-india-holds-21st-century-vote-492199-2025-09-03,Neutral
"From food to movie tickets, GST revamp could slash household bills by 15%",https://www.businesstoday.in/latest/economy/story/from-food-to-movie-tickets-gst-revamp-could-slash-household-bills-by-15-492193-2025-09-03,Neutral
Piyush Goyal says India-US trade deal possible by November despite Trump’s tariff blow,https://www.businesstoday.in/latest/economy/story/piyush-goyal-says-india-us-trade-deal-possible-by-november-despite-trumps-tariff-blow-492176-2025-09-03,Neutral
Russian oil discounts deepen for Indian refiners amid tariff tensions with US: Report,https://www.businesstoday.in/latest/economy/story/russian-oil-discounts-benefit-india-us-trade-tensions-492168-2025-09-02,Neutral
Centre finalises 25 priority products for indigenous semiconductor IPs; SCL modernisation to go to Cabinet soon,https://www.businesstoday.in/latest/economy/story/centre-finalises-25-priority-products-for-indigenous-semiconductor-ips-scl-modernisation-to-go-to-cabinet-soon-492151-2025-09-02,Neutral
"GST panel recommends higher tax for luxury EVs; big blow for Tesla, BYD",https://www.businesstoday.in/latest/economy/story/gst-panel-recommends-higher-tax-for-luxury-evs-big-blow-for-tesla-byd-492119-2025-09-02,Positive
'Trump is going batshit insane': Capitalmind CEO trashes claim of ‘one-sided’ trade with India,https://www.businesstoday.in/latest/economy/story/trump-is-going-batshit-insane-capitalmind-ceo-trashes-claim-of-one-sided-trade-with-india-491998-2025-09-02,Negative
UPI crosses 20 billion monthly transactions for first time in August; value hits ₹24.85 lakh crore,https://www.businesstoday.in/latest/economy/story/upi-crosses-20-billion-monthly-transactions-for-first-time-in-august-value-hits-rs2485-lakh-crore-491955-2025-09-01,Positive
Commercial LPG prices cut by Rs 51.50 per 19-kg cylinder; ATF prices reduced,https://www.businesstoday.in/latest/economy/story/commercial-lpg-prices-cut-by-rs-5150-per-19-kg-cylinder-atf-prices-reduced-491947-2025-09-01,Neutral
GST collection for Aug rises 6.5% on-year to Rs 1.86 lakh crore,https://www.businesstoday.in/latest/economy/story/gst-collection-for-aug-rises-6-5-percent-on-year-to-rs-1-86-lakh-crore-491932-2025-09-01,Neutral
"GST Council meeting: All eyes on rate cuts, addressing inverted duty structures",https://www.businesstoday.in/latest/economy/story/gst-council-meeting-all-eyes-on-rate-cuts-addressing-inverted-duty-structures-491922-2025-09-01,Neutral
India’s economy grows 7.8% in Q1 FY26: What’s powering the surge?,https://www.businesstoday.in/latest/economy/story/indias-economy-grows-78-in-q1-fy26-whats-powering-the-surge-491792-2025-08-30,Neutral
"'Completely made up': Financial advisor questions GDP data, calls 1.55% CPI 'quite questionable'",https://www.businesstoday.in/latest/economy/story/completely-made-up-financial-advisor-questions-gdp-data-calls-155-cpi-quite-questionable-491774-2025-08-30,Negative
"INR vs USD: Why a stronger dollar doesn’t mean the rupee fell by the same percentage, explains Samir Arora",https://www.businesstoday.in/latest/economy/story/inr-vs-usd-why-a-stronger-dollar-doesnt-mean-the-rupee-fell-by-the-same-percentage-explains-samir-arora-491740-2025-08-29,Negative
Q1FY26 GDP growth: Five-quarter high growth gives hope for continued momentum,https://www.businesstoday.in/latest/economy/story/q1fy26-gdp-growth-five-quarter-high-growth-gives-hope-for-continued-momentum-491737-2025-08-29,Positive
"On a sprint: Q1 GDP growth at 7.8% marks strong start to FY 2025-26, with services sector powering ahead",https://www.businesstoday.in/latest/economy/story/q1-gdp-growth-at-78-marks-strong-start-to-fy-2025-26-with-services-sector-powering-ahead-491686-2025-08-29,Positive
"Indian rupee hits record low of 87.965 against US dollar, amid US tariffs pressure",https://www.businesstoday.in/latest/economy/story/indian-rupee-hits-record-low-of-87965-against-us-dollar-amid-us-tariffs-pressure-491634-2025-08-29,Neutral
$60 billion hit! Jefferies decodes impact of US tariffs on Indian economy,https://www.businesstoday.in/latest/economy/story/60-billion-hit-jefferies-decodes-impact-of-us-tariffs-on-indian-economy-491614-2025-08-29,Neutral
"Maharashtra, Uttar Pradesh lead vehicle sales in Q1, Andhra, Bihar show strong demand, Northeast trails",https://www.businesstoday.in/latest/economy/story/maharashtra-uttar-pradesh-lead-vehicle-sales-in-q1-andhra-bihar-show-strong-demand-northeast-trails-491591-2025-08-29,Positive
Former RBI Governor Urjit Patel appointed Executive Director of IMF,https://www.businesstoday.in/latest/economy/story/former-rbi-governor-urjit-patel-appointed-executive-director-of-imf-491559-2025-08-29,Neutral
"GST cess nears sunset, but states seek safety net via additional levy",https://www.businesstoday.in/latest/economy/story/gst-cess-nears-sunset-but-states-seek-safety-net-via-additional-levy-491326-2025-08-28,Neutral
"Rising global tariffs pose risks, but India’s economy holds steady: Finance Ministry",https://www.businesstoday.in/latest/economy/story/rising-global-tariffs-pose-risks-but-indias-economy-holds-steady-finance-ministry-491317-2025-08-27,Positive
India targets 40 markets to counter $48 bn US tariff impact on textile exports,https://www.businesstoday.in/latest/economy/story/india-targets-40-markets-to-counter-48-bn-us-tariff-impact-on-textile-exports-491312-2025-08-27,Neutral
"GST overhaul: GST 2.0 bonanza for textile, fertilizer sectors",https://www.businesstoday.in/latest/economy/story/gst-overhaul-gst-20-bonanza-for-textile-fertilizer-sectors-491311-2025-08-27,Neutral
"Chocolates with cocoa, cereal flakes, pastries, ice cream to be now taxed 5% from earlier 18%",https://www.businesstoday.in/latest/economy/story/chocolates-with-cocoa-cereal-flakes-pastries-ice-cream-to-be-now-taxed-5-from-earlier-18-491310-2025-08-27,Neutral
"GST Council likely to continue Nil GST on handloom products, raw silk; recommends status quo",https://www.businesstoday.in/latest/economy/story/gst-council-likely-to-continue-nil-gst-on-handloom-products-raw-silk-recommends-status-quo-491309-2025-08-27,Negative
"Butter, condensed milk, dates, nuts, jams, mushrooms, namkeens to now get cheaper under GST 2.0",https://www.businesstoday.in/latest/economy/story/butter-condensed-milk-dates-nuts-jams-mushrooms-namkeens-to-now-get-cheaper-under-gst-20-491308-2025-08-27,Neutral
Exclusive: GST Council to expand nil slab to cover more goods,https://www.businesstoday.in/latest/economy/story/gst-council-to-expand-nil-slab-to-cover-more-goods-491307-2025-08-27,Positive
Communication channels open on both sides: Govt sources on India-US trade deal,https://www.businesstoday.in/latest/economy/story/communication-channels-open-on-both-sides-govt-sources-on-india-us-trade-deal-491304-2025-08-27,Neutral
